raw_name,file_type,prefix_1,prefix_2,prefix_3,scan_start_time [TAI 93],scan_end_time [TAI 93],duration [sec],scan_start_HHMM,scan_start_HHMMSS,area_wkt,KR_Sea_overlap,tif_name,lon_min,lon_max,lat_min,lat_max
VJ203DNB.A2025227.1718.021.2025227224402.nc,3,A2025227,1718,21,1029431890.507828,1029432249.017783,358.5099550485611,17:17,17:17:23,"POLYGON ((139.2783966064453 23.99575424194336, 109.46878051757812 28.554134368896484, 110.94438171386719 49.263771057128906, 149.77093505859375 43.35653305053711, 139.2783966064453 23.99575424194336))",99.99999999999964,A2025227_1718_021.tif,109.47812817382813,149.77112817382812,23.993579040527344,49.304579040527344
VJ203DNB.A2025227.1900.021.2025228002317.nc,3,A2025227,1900,21,1029438011.387332,1029438369.897277,358.5099450349808,18:59,18:59:24,"POLYGON ((113.24639892578125 22.271610260009766, 83.85932922363281 26.76619529724121, 85.53231811523438 47.48036575317383, 123.21502685546875 41.7477912902832, 113.24639892578125 22.271610260009766))",,A2025227_1900_021.tif,,,,
VJ203DNB.A2025228.1700.021.2025228221400.nc,3,A2025228,1700,21,1029517210.555138,1029517569.065115,358.5099769830704,16:59,16:59:23,"POLYGON ((142.74395751953125 20.546546936035156, 113.76201629638672 24.982357025146484, 115.6297378540039 45.702239990234375, 152.2289276123047 40.13044738769531, 142.74395751953125 20.546546936035156))",99.99999999999964,A2025228_1700_021.tif,113.77198193359376,152.22898193359376,20.54600939941406,45.71600939941406
VJ203DNB.A2025228.1836.021.2025228235401.nc,3,A2025228,1836,21,1029522971.698679,1029523330.208628,358.5099490880966,18:35,18:35:24,"POLYGON ((125.813720703125 38.491153717041016, 90.20115661621094 43.917144775390625, 88.58972930908203 64.4924545288086, 143.25601196289062 56.24690628051758, 125.813720703125 38.491153717041016))",,A2025228_1836_021.tif,,,,
VJ203DNB.A2025228.1842.021.2025228235400.nc,3,A2025228,1842,21,1029523331.434547,1029523689.944502,358.5099550485611,18:41,18:41:24,"POLYGON ((116.76588439941406 18.811302185058594, 88.13290405273438 23.195598602294922, 90.1910629272461 43.91796112060547, 125.80496978759766 38.491695404052734, 116.76588439941406 18.811302185058594))",,A2025228_1842_021.tif,,,,
VJ203DNB.A2025229.1636.021.2025229215517.nc,3,A2025229,1636,21,1029602170.864274,1029602529.374224,358.50994992256165,16:35,16:35:23,"POLYGON ((154.9446563720703 36.84389114379883, 120.23381805419922 42.133243560791016, 119.18197631835938 62.73508071899414, 171.27792358398438 54.86503982543945, 154.9446563720703 36.84389114379883))",0.0,A2025229_1636_021.tif,119.20081494140624,171.27781494140626,36.84319784545898,62.991197845458984
VJ203DNB.A2025229.1642.021.2025229215516.nc,3,A2025229,1642,21,1029602530.600164,1029602889.110139,358.50997495651245,16:41,16:41:23,"POLYGON ((146.31021118164062 17.07269287109375, 118.00927734375 21.408475875854492, 120.22846221923828 42.133888244628906, 154.93844604492188 36.84371566772461, 146.31021118164062 17.07269287109375))",99.99999999999964,A2025229_1642_021.tif,118.0201890258789,154.9381890258789,17.07142883300781,42.13342883300781
VJ203DNB.A2025229.1818.021.2025230003942.nc,3,A2025229,1818,21,1029608291.743648,1029608650.253566,358.50991797447205,18:17,18:17:24,"POLYGON ((128.61773681640625 35.18666076660156, 94.75209045410156 40.34720993041992, 94.15750885009766 60.97047424316406, 143.94546508789062 53.44218063354492, 128.61773681640625 35.18666076660156))",,A2025229_1818_021.tif,,,,
VJ203DNB.A2025229.1824.021.2025230003940.nc,3,A2025229,1824,21,1029608651.479506,1029609009.989431,358.50992500782013,18:23,18:23:24,"POLYGON ((120.3663101196289 15.331879615783691, 92.35582733154297 19.623701095581055, 94.74578094482422 40.34785461425781, 128.6135711669922 35.18556213378906, 120.3663101196289 15.331879615783691))",,A2025229_1824_021.tif,,,,
VJ203DNB.A2025230.1618.021.2025230225529.nc,3,A2025230,1618,21,1029687490.906646,1029687849.416607,358.5099610090256,16:17,16:17:23,"POLYGON ((157.8528289794922 33.5149040222168, 124.730712890625 38.56108856201172, 124.58648681640625 59.20491409301758, 172.2530517578125 51.98793029785156, 157.8528289794922 33.5149040222168))",13.597393469380895,A2025230_1618_021.tif,124.60524151611328,172.25424151611327,33.51345443725586,59.38545443725586
VJ203DNB.A2025230.1624.021.2025230225539.nc,3,A2025230,1624,21,1029687850.642547,1029688209.152512,358.50996494293213,16:23,16:23:23,"POLYGON ((149.96279907226562 13.581619262695312, 122.21031951904297 17.83710479736328, 124.72466278076172 38.56187438964844, 157.84719848632812 33.5142707824707, 149.96279907226562 13.581619262695312))",71.64894074349387,A2025230_1624_021.tif,122.22054455566406,157.84854455566406,13.58080191040039,38.55880191040039
VJ203DNB.A2025230.1800.021.2025231000711.nc,3,A2025230,1800,21,1029693611.7862,1029693970.296155,358.5099549293518,17:59,17:59:24,"POLYGON ((131.6287841796875 31.833568572998047, 99.31749725341797 36.77461624145508, 99.4132308959961 57.434268951416016, 145.1787109375 50.50237274169922, 131.6287841796875 31.833568572998047))",81.0014700812434,A2025230_1800_021.tif,99.3295151977539,145.1785151977539,31.83141815185547,57.58341815185547
VJ203DNB.A2025230.1806.021.2025231000707.nc,3,A2025230,1806,21,1029693971.522095,1029694330.032033,358.5099380016327,18:05,18:05:24,"POLYGON ((124.07037353515625 11.831208229064941, 96.53742980957031 16.054349899291992, 99.31023406982422 36.774681091308594, 131.62322998046875 31.832937240600586, 124.07037353515625 11.831208229064941))",19.054397662403865,A2025230_1806_021.tif,96.54758618164064,131.62358618164063,11.829532318115234,36.771532318115234
VJ203DNB.A2025231.1600.021.2025231220122.nc,3,A2025231,1600,21,1029772810.951712,1029773169.461719,358.51000702381134,15:59,15:59:23,"POLYGON ((160.94737243652344 30.14426040649414, 129.19168090820312 34.99018096923828, 129.75282287597656 55.665096282958984, 173.72488403320312 48.991241455078125, 160.94737243652344 30.14426040649414))",33.90913564205643,A2025231_1600_021.tif,129.20311901855467,173.7261190185547,30.142037445068357,55.78303744506836
VJ203DNB.A2025231.1606.021.2025231220125.nc,3,A2025231,1606,21,1029773170.687658,1029773529.197648,358.5099900960922,16:05,16:05:23,"POLYGON ((153.69879150390625 10.075847625732422, 126.36862182617188 14.270313262939453, 129.1853485107422 34.99073028564453, 160.94271850585938 30.143199920654297, 153.69879150390625 10.075847625732422))",0.0589347549131847,A2025231_1606_021.tif,126.3787095336914,160.9447095336914,10.075558624267575,34.98755862426758
VJ203DNB.A2025231.1742.021.2025231220204.nc,3,A2025231,1742,21,1029778930.041926,1029779290.341617,360.29969096183777,17:41,17:41:23,"POLYGON ((134.80126953125 28.446645736694336, 103.72718048095703 33.202423095703125, 104.46966552734375 53.99247741699219, 146.95773315429688 47.54106903076172, 134.80126953125 28.446645736694336))",99.99999999999964,A2025231_1742_021.tif,103.73511669921876,146.95911669921875,28.44676690673828,54.08776690673828
